Text,Score
"I was disappointed to find out that the LIDS of Earth's Best jarred foods are coated with an epoxy lining that contains BPA :(<br />I thought I was avoiding the whole BPA issue because these are in glass rather than plastic containers. If it's in the lids, it's going to get in the food as the food moves around in the jar during packaging, shipping, storage, etc. I was planning on being a devoted Earth's Best jarred food user because it was organic and in glass, but then I found out about the BPA. As a note, if BPA doesn't bother you, most of Earth's Best food is tasty.",1
"The whole family enjoys this granola, both in yogurt and plain.  Really great, although a bit pricey.",5
"I purchased this product as an alternative to a rawhide. Our 5 month old German Shorthair Pointer puppy ate it in a matter of 6 minutes or less. She loved it, but it was more of an expensive treat.<br /><br />With a puppy, I needed something to satisfy her chewing urge. The treat fractured into small bits all over the floor but our dog was willing to pick those up. The pieces looked rather sharp and that was a concern. Others mentioned it was made in China and I would like to add the first ingredient is corn.  It might last longer for very small dogs.",2
"Not sure what the ingrediants are but it seems like I recall a strong honey taste. I didn't care for this one. Not understanding why they don't have the Peach Tea available in the gallon jug, because that is the best one. The amazon price is outrageous! They must be figuring on a built-in shipping cost. You can buy this at Schneuks grocery store for $2.99/gal. and on sale it is 3 jugs for $8. If you want your store to carry it, give them the barcode.",1
Beaba will not start. Tried replacing the gasket that came with the product. Still no joy. also descaling mentions is also a huge problem. Not worth the price at all.,1
"Our family enjoyed the cinnamon roll flavor of Kellogg's Frosted Mini-Wheats Little Bites.  The cinnamon flavor was a welcome change to the familiar Frosted Mini-Wheats, but I didn't care for the Little Bites size.  The smaller bites grew soggy in the milk faster than Frosted Mini-Wheats usually do.  However, the smaller bites were perfect for my younger children.  Everyone who taste-tested the Cinnamon Roll flavor in my house enjoyed it, but I still prefer the original Frosted Mini Wheats.",4
I love this diet soda.  I particularly love this flavor of black cherry. This brand is difficult to find and for a reasonable price.,4
My only complaint about using the Keurig machine is the Kcups are often not as strong a brew as I enjoy - since I've discovered Jet Fuel-no longer a complaint-excellent flavor & strong brew!,5
"I purchased this because I typically enjoy strong coffee and I wanted to give this a try.  I cannot drink this. It is bitter and almost chokes you. I have tried it several times, not wanting to waste the money I paid for a two pack, but have given up. There are many strong bold coffee K-cups out there that are quite good. But this is undrinkable.",1
These are terrific!!  Just pop in the freezer and you have a refreshing drink for anyone that drops by!  Love 'em!!!,5
"My daughter has Celiac, and these little cookies are a great alternative to gluten filled snacks, like ""Teddy Grahams"" that kids love! She likes them, especially with a glass of milk!",4
"I ordered this pack after reading reviews of many other products as well and happy to say I wasn't disappointed at all. I love white chocolate so naturally I loved that flavor the best. Although I don't like dark chocolate, that too was not bad! I mean I would drink it and like it even. I wish we could customize what we wanna have in the pack though. If so I would order most of it (if not all) to be white, being the white choc fan I am. But in no way that means other flavors are bad.<br />It is sweet and true to the label (no need to add anything else other than water).",5
All 3 cans were severly dented. Now I learned that I cannot return them. The cans were in a loose plastic bag in an unpadded box. Only a company completely unconcerned with customer satisfaction would ship heavy cans this way. I spent $26 on items that must be thrown away. DO NOT BUY from this vendor.,1
"Who would have thought that putting stinky smelling liquid dog snack in a deodorant roller ball container would be a good idea - although I have to admit, it's a pretty good idea!  It took my dog about 2 seconds to figure out how to use this thing...just point it at your dog and let them do the licking.  Our dog liked it enough, but when giving the opportunity to either lick this, or eat a liver Bil*Jac, he went for the item that required chewing (albeit only a little chewing).  It works well enough for a quick treat, although I think that in training, it's better and (and faster) to toss my dog a small training treat instead of having to uncap and let him lick the Lickety Stik.<br /><br />On a side note, this stuff smells *really* bad (aka, your dog will like it).  I can't imagine the stench come out anytime soon, should a dog decide to rip it open on a carpet or if it leaked in a car...",3
